iter	Passed	Remaining
189	2353	10033
190	2365	10018
191	2377	10004
192	2389	9991
193	2401	9976
194	2413	9962
195	2425	9948
196	2437	9935
197	2449	9922
198	2461	9908
199	2473	9893
200	2485	9879
201	2497	9865
202	2509	9851
203	2520	9835
204	2532	9822
205	2544	9808
206	2556	9795
207	2574	9803
208	2587	9792
209	2604	9797
210	2619	9796
211	2638	9807
212	2653	9804
213	2673	9821
214	2686	9809
215	2698	9795
216	2710	9779
217	2722	9767
218	2734	9753
219	2747	9741
220	2759	9726
221	2771	9712
222	2783	9699
223	2796	9687
224	2808	9673
225	2821	9661
226	2832	9647
227	2845	9636
228	2857	9622
229	2870	9609
230	2882	9595
231	2894	9581
232	2906	9566
233	2918	9553
234	2930	9539
235	2942	9525
236	2954	9512
237	2967	9499
238	2978	9485
239	2991	9472
240	3003	9457
241	3015	9445
242	3027	9431
243	3039	9418
244	3052	9405
245	3064	9391
246	3075	9377
247	3087	9363
248	3100	9349
249	3112	9336
250	3124	9322
251	3136	9308
252	3148	9294
253	3160	9282
254	3172	9268
255	3184	9254
256	3196	9241
257	3208	9227
258	3220	9213
259	3232	9199
260	3244	9186
261	3256	9173
262	3268	9158
263	3279	9144
264	3291	9129
265	3303	9116
266	3315	9101
267	3326	9086
268	3338	9073
269	3350	9059
270	3362	9045
271	3373	9030
272	3385	9016
273	3397	9002
274	3409	8988
275	3421	8974
276	3433	8961
277	3445	8948
278	3457	8933
279	3468	8919
280	3480	8906
281	3492	8892
282	3504	8879
283	3516	8865
284	3528	8852
285	3540	8838
286	3552	8824
287	3564	8811
288	3575	8797
289	3587	8782
290	3599	8769
291	3611	8756
292	3623	8744
293	3636	8731
294	3648	8718
295	3659	8704
296	3671	8691
297	3683	8678
298	3696	8665
299	3708	8652
300	3720	8638
301	3732	8625
302	3744	8612
303	3756	8600
304	3768	8586
305	3780	8573
306	3792	8560
307	3804	8547
308	3816	8534
309	3828	8521
310	3840	8508
311	3852	8495
312	3864	8482
313	3876	8469
314	3888	8455
315	3900	8442
316	3912	8430
317	3924	8416
318	3936	8403
319	3948	8390
320	3960	8378
321	3972	8364
322	3984	8352
323	3996	8338
324	4008	8324
325	4020	8311
326	4032	8298
327	4044	8285
328	4055	8272
329	4068	8259
330	4080	8246
331	4091	8233
332	4103	8219
333	4116	8207
334	4127	8194
335	4139	8181
336	4151	8167
337	4163	8154
338	4175	8141
339	4187	8129
340	4200	8116
341	4212	8103
342	4224	8091
343	4236	8078
344	4248	8065
345	4260	8052
346	4272	8039
347	4284	8026
348	4296	8014
349	4308	8002
350	4321	7990
351	4333	7977
352	4345	7964
353	4356	7950
354	4368	7937
355	4380	7924
356	4392	7912
357	4404	7899
358	4416	7886
359	4428	7872
360	4440	7860
361	4453	7848
362	4465	7836
363	4477	7822
364	4489	7809
365	4500	7796
366	4512	7783
367	4524	7770
368	4536	7757
369	4548	7743
370	4559	7731
371	4571	7718
372	4583	7704
373	4595	7691
374	4607	7679
375	4619	7666
376	4631	7652
377	4642	7639
378	4654	7626
379	4666	7613
380	4678	7600
381	4690	7588
382	4702	7575
383	4714	7562
384	4726	7549
385	4737	7536
386	4749	7523
387	4761	7510
388	4773	7498
389	4785	7484
390	4797	7472
391	4809	7459
392	4820	7446
393	4832	7432
394	4844	7420
395	4856	7407
396	4868	7394
397	4880	7381
398	4892	7369
399	4904	7356
400	4916	7343
401	4928	7331
402	4940	7318
403	4952	7305
404	4963	7292
405	4976	7280
406	4988	7267
407	5000	7254
408	5012	7242
409	5024	7229
410	5035	7216
411	5047	7204
412	5060	7191
413	5071	7179
414	5083	7166
415	5095	7153
416	5108	7141
417	5119	7128
418	5131	7115
419	5143	7103
420	5155	7090
421	5167	7077
422	5179	7064
423	5191	7052
424	5203	7039
425	5215	7026
426	5227	7014
427	5238	7001
428	5250	6988
429	5262	6975
430	5274	6962
431	5286	6950
432	5298	6938
433	5310	6925
434	5322	6912
435	5334	6900
436	5345	6886
437	5357	6873
438	5369	6861
439	5380	6848
440	5392	6835
441	5404	6823
442	5416	6810
443	5428	6797
444	5440	6784
445	5452	6772
446	5464	6760
447	5476	6747
448	5487	6734
449	5500	6722
450	5511	6709
451	5523	6696
452	5534	6683
453	5546	6670
454	5558	6658
455	5570	6646
456	5582	6633
457	5594	6620
458	5606	6608
459	5618	6595
460	5629	6582
461	5641	6569
462	5653	6557
463	5665	6544
464	5677	6532
465	5689	6519
466	5701	6506
467	5713	6494
468	5725	6481
469	5737	6469
470	5749	6457
471	5761	6444
472	5773	6432
473	5785	6420
474	5797	6407
475	5809	6395
476	5821	6383
477	5833	6370
478	5845	6358
479	5857	6345
480	5869	6333
481	5881	6320
482	5893	6308
483	5906	6296
484	5918	6284
485	5930	6272
486	5942	6260
487	5954	6247
488	5966	6235
489	5978	6222
490	5990	6210
491	6002	6197
492	6014	6185
493	6026	6172
494	6038	6160
495	6050	6148
496	6062	6136
497	6074	6123
498	6087	6111
499	6099	6099
500	6111	6087
501	6124	6075
502	6136	6063
503	6148	6050
504	6159	6037
505	6171	6025
506	6183	6012
507	6195	6000
508	6207	5988
509	6219	5975
510	6231	5963
511	6243	5951
512	6255	5938
513	6267	5926
514	6279	5913
515	6291	5901
516	6303	5889
517	6315	5876
518	6328	5864
519	6340	5852
520	6351	5839
521	6363	5827
522	6375	5814
523	6387	5802
524	6398	5789
525	6410	5777
526	6422	5764
527	6434	5752
528	6446	5739
529	6458	5727
530	6470	5715
531	6483	5703
532	6495	5690
533	6507	5678
534	6518	5665
535	6530	5653
536	6542	5640
537	6554	5628
538	6565	5615
539	6577	5603
540	6589	5590
541	6601	5577
542	6613	5565
543	6625	5553
544	6637	5541
545	6649	5528
546	6661	5516
547	6673	5504
548	6685	5491
549	6697	5479
550	6708	5466
551	6720	5454
552	6733	5442
553	6745	5430
554	6758	5418
555	6770	5406
556	6782	5393
557	6793	5381
558	6806	5369
559	6818	5357
560	6829	5344
561	6841	5332
562	6853	5319
563	6866	5307
564	6877	5295
565	6889	5282
566	6901	5270
567	6913	5258
568	6925	5245
569	6937	5233
570	6949	5221
571	6961	5208
572	6973	5196
573	6985	5184
574	6996	5171
575	7008	5159
576	7020	5146
577	7031	5133
578	7043	5121
579	7054	5108
580	7066	5096
581	7078	5084
582	7091	5072
583	7103	5059
584	7114	5047
585	7126	5034
586	7138	5022
587	7150	5010
588	7162	4997
589	7174	4985
590	7185	4972
591	7197	4960
592	7209	4948
593	7221	4935
594	7233	4923
595	7245	4911
596	7257	4899
597	7269	4887
598	7281	4874
599	7293	4862
600	7305	4849
601	7316	4837
602	7328	4825
603	7340	4812
604	7352	4800
605	7364	4788
606	7376	4776
607	7388	4763
608	7400	4751
609	7412	4739
610	7424	4727
611	7436	4714
612	7448	4702
613	7460	4690
614	7472	4677
615	7483	4665
616	7495	4653
617	7507	4640
618	7520	4629
619	7533	4617
620	7544	4604
621	7556	4592
622	7568	4580
623	7580	4568
624	7593	4556
625	7605	4544
626	7617	4531
627	7629	4519
628	7642	4507
629	7653	4495
630	7666	4483
631	7678	4470
632	7690	4458
633	7702	4446
634	7714	4434
635	7725	4421
636	7737	4409
637	7749	4397
638	7762	4385
639	7774	4373
640	7786	4360
641	7798	4348
642	7811	4336
643	7823	4324
644	7835	4312
645	7847	4300
646	7859	4288
647	7871	4275
648	7884	4263
649	7895	4251
650	7907	4239
651	7919	4227
652	7931	4214
653	7943	4202
654	7955	4190
655	7967	4178
656	7979	4165
657	7991	4153
658	8003	4141
659	8015	4129
660	8028	4117
661	8040	4105
662	8051	4092
663	8063	4080
664	8075	4068
665	8087	4055
666	8100	4044
667	8112	4031
668	8124	4019
669	8137	4008
670	8150	3996
671	8168	3987
672	8183	3976
673	8196	3964
674	8208	3952
675	8220	3939
676	8232	3927
677	8244	3915
678	8256	3903
679	8268	3890
680	8280	3878
681	8292	3866
682	8303	3854
683	8316	3841
684	8327	3829
685	8339	3817
686	8352	3805
687	8364	3793
688	8376	3780
689	8388	3768
690	8400	3756
691	8412	3744
692	8425	3732
693	8437	3720
694	8449	3707
695	8460	3695
696	8473	3683
697	8485	3671
698	8497	3659
699	8509	3647
700	8521	3634
701	8534	3622
702	8545	3610
703	8557	3598
704	8569	3585
705	8581	3573
706	8593	3561
707	8604	3548
708	8616	3536
709	8627	3523
710	8639	3511
711	8652	3499
712	8664	3487
713	8675	3475
714	8687	3462
715	8699	3450
716	8711	3438
717	8723	3426
718	8735	3413
719	8747	3401
720	8759	3389
721	8770	3377
722	8782	3364
723	8794	3352
724	8806	3340
725	8819	3328
726	8831	3316
727	8843	3304
728	8856	3292
729	8868	3280
730	8881	3268
731	8892	3255
732	8905	3243
733	8918	3231
734	8929	3219
735	8942	3207
736	8954	3195
737	8966	3183
738	8978	3171
739	8991	3159
740	9003	3147
741	9015	3134
742	9027	3122
743	9039	3110
744	9051	3098
745	9063	3086
746	9076	3074
747	9088	3061
748	9100	3049
749	9112	3037
750	9124	3025
751	9136	3013
752	9148	3000
753	9160	2988
754	9172	2976
755	9184	2964
756	9196	2952
757	9208	2940
758	9221	2927
759	9234	2916
760	9245	2903
761	9258	2891
762	9270	2879
763	9282	2867
764	9294	2855
765	9305	2842
766	9317	2830
767	9329	2818
768	9341	2806
769	9353	2793
770	9364	2781
771	9376	2769
772	9388	2757
773	9400	2744
774	9412	2732
775	9424	2720
776	9435	2708
777	9447	2695
778	9459	2683
779	9471	2671
780	9483	2659
781	9495	2647
782	9508	2635
783	9520	2622
784	9533	2610
785	9544	2598
786	9557	2586
787	9569	2574
788	9581	2562
789	9593	2550
790	9605	2538
791	9617	2525
792	9629	2513
793	9641	2501
794	9654	2489
795	9665	2477
796	9677	2464
797	9690	2452
798	9701	2440
799	9713	2428
800	9725	2416
801	9737	2404
802	9749	2391
803	9761	2379
804	9783	2369
805	9795	2357
806	9807	2345
807	9819	2333
808	9831	2321
809	9843	2308
810	9855	2296
811	9867	2284
812	9879	2272
813	9891	2260
814	9903	2248
815	9915	2235
816	9927	2223
817	9939	2211
818	9951	2199
819	9963	2187
820	9975	2174
821	9987	2162
822	9999	2150
823	10011	2138
824	10024	2126
825	10036	2114
826	10048	2101
827	10060	2089
828	10072	2077
829	10084	2065
830	10096	2053
831	10108	2041
832	10120	2028
833	10132	2016
834	10143	2004
835	10155	1992
836	10167	1980
837	10179	1967
838	10190	1955
839	10203	1943
840	10215	1931
841	10227	1919
842	10238	1906
843	10250	1894
844	10262	1882
845	10274	1870
846	10286	1858
847	10298	1845
848	10310	1833
849	10322	1821
850	10335	1809
851	10346	1797
852	10359	1785
853	10371	1773
854	10383	1760
855	10395	1748
856	10407	1736
857	10419	1724
858	10431	1712
859	10443	1700
860	10460	1688
861	10472	1676
862	10484	1664
863	10496	1652
864	10508	1640
865	10520	1627
866	10532	1615
867	10543	1603
868	10555	1591
869	10567	1579
870	10579	1566
871	10591	1554
872	10603	1542
873	10615	1530
874	10626	1518
875	10638	1505
876	10650	1493
877	10662	1481
878	10674	1469
879	10686	1457
880	10698	1445
881	10709	1432
882	10721	1420
883	10733	1408
884	10745	1396
885	10756	1384
886	10768	1371
887	10780	1359
888	10792	1347
889	10804	1335
890	10816	1323
891	10828	1311
892	10840	1298
893	10852	1286
894	10864	1274
895	10876	1262
896	10887	1250
897	10900	1238
898	10912	1225
899	10923	1213
900	10935	1201
901	10948	1189
902	10959	1177
903	10972	1165
904	10983	1152
905	10995	1140
906	11007	1128
907	11020	1116
908	11032	1104
909	11044	1092
910	11056	1080
911	11068	1067
912	11080	1055
913	11092	1043
914	11104	1031
915	11116	1019
916	11127	1007
917	11139	995
918	11151	982
919	11163	970
920	11174	958
921	11186	946
922	11198	934
923	11210	922
924	11222	909
925	11233	897
926	11245	885
927	11257	873
928	11268	861
929	11279	849
930	11291	836
931	11303	824
932	11315	812
933	11326	800
934	11338	788
935	11350	776
936	11362	763
937	11374	751
938	11386	739
939	11397	727
940	11410	715
941	11422	703
942	11434	691
943	11446	679
944	11458	666
945	11470	654
946	11483	642
947	11495	630
948	11508	618
949	11520	606
950	11533	594
951	11545	582
952	11556	569
953	11568	557
954	11580	545
955	11592	533
956	11604	521
957	11616	509
958	11627	497
959	11639	484
960	11651	472
961	11663	460
962	11674	448
963	11686	436
964	11698	424
965	11710	412
966	11721	400
967	11733	387
968	11745	375
969	11757	363
970	11769	351
971	11781	339
972	11793	327
973	11805	315
974	11816	302
975	11828	290
976	11840	278
977	11852	266
978	11863	254
979	11875	242
980	11887	230
981	11899	218
982	11911	205
983	11923	193
984	11935	181
985	11947	169
986	11959	157
987	11971	145
988	11983	133
989	11995	121
990	12007	109
991	12019	96
992	12031	84
993	12042	72
994	12054	60
995	12065	48
996	12077	36
997	12089	24
998	12101	12
999	12112	0
